المنطقة,المدينة,نوع القطاع,نوع الخدمة,نوع العملية,التاريخ ميلادي,التاريخ هجري,عدد العمليات
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تسجيل ملكية عقار بدون صك,2024/11/02,1446/04/30,5
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/02,1446/04/30,1
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك قديم,2024/11/02,1446/04/30,1
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/منح,2024/11/02,1446/04/30,6
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/نقل شرح بانتقال ملكية,2024/11/02,1446/04/30,1
منطقة الشرقية,الاحساء,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/02,1446/04/30,4
منطقة الشرقية,الجبيل,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/02,1446/04/30,2
منطقة الشرقية,الخبر,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/02,1446/04/30,13
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/02,1446/04/30,16
منطقة الشرقية,القطيف,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/02,1446/04/30,2
منطقة القصيم,البكيريه,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/02,1446/04/30,12
منطقة القصيم,بريده,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/02,1446/04/30,1
منطقة القصيم,بريده,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/رهن العقارات,2024/11/02,1446/04/30,1
منطقة القصيم,بريده,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/فك رهن العقارات,2024/11/02,1446/04/30,1
منطقة المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/02,1446/04/30,12
منطقة تبوك,تبوك,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/02,1446/04/30,2
منطقة حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/02,1446/04/30,16
منطقة عسير,بيشه,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/02,1446/04/30,6
منطقة عسير,خميس مشيط,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/رهن العقارات,2024/11/02,1446/04/30,6
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/02,1446/04/30,6
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/02,1446/04/30,40
منطقة مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/02,1446/04/30,11
منطقة مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/رهن العقارات,2024/11/02,1446/04/30,3
منطقة نجران,نجران,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/02,1446/04/30,5
كتابة العدل الإفتراضية - الرياض,كتابة العدل الإفتراضية - الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,168
كتابة العدل الإفتراضية - الرياض,كتابة العدل الإفتراضية - الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,2024/11/03,1446/05/01,12
منطقة الباحة,الباحه,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,7
منطقة الباحة,الباحه,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,2
منطقة الباحة,المخواة,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,1
منطقة الباحة,بلجرشي,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,1
منطقة الجوف,القريات,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,3
منطقة الجوف,القريات,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,2
منطقة الرياض,البجاديه,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تسجيل ملكية عقار بدون صك,2024/11/03,1446/05/01,1
منطقة الرياض,الخرج,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,6
منطقة الرياض,الخرج,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,5
منطقة الرياض,الدرعيه,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,4
منطقة الرياض,الدرعيه,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,1
منطقة الرياض,الدوادمي,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,1
منطقة الرياض,الدوادمي,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,3
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,609
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,2
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/دمج صكوك,2024/11/03,1446/05/01,3
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/دمج عقارات,2024/11/03,1446/05/01,7
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/رهن العقارات,2024/11/03,1446/05/01,66
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/فرز صكوك,2024/11/03,1446/05/01,14
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/فك رهن العقارات,2024/11/03,1446/05/01,28
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,عقارات/افراغ,2024/11/03,1446/05/01,"1,494"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,عقارات/الحجز التحفظي على ممتلكات شخص,2024/11/03,1446/05/01,"1,079"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,عقارات/تعديل صك,2024/11/03,1446/05/01,689
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,عقارات/تعريف الصكوك للفرز,2024/11/03,1446/05/01,89
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,عقارات/تملك نصيب,2024/11/03,1446/05/01,15
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,عقارات/حجز/فك حجز,2024/11/03,1446/05/01,133
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,عقارات/ربط صك بالهوية العقارية,2024/11/03,1446/05/01,105
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,عقارات/رهن العقارات,2024/11/03,1446/05/01,251
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,عقارات/فرز صكوك,2024/11/03,1446/05/01,13
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,عقارات/فك الحجز التحفظي على ممتلكات شخص,2024/11/03,1446/05/01,"2,971"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,عقارات/فك رهن العقارات,2024/11/03,1446/05/01,137
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,عقارات/مسجل عينيا,2024/11/03,1446/05/01,"2,062"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,43
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/الحجز التحفظي على ممتلكات شخص,2024/11/03,1446/05/01,7
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تسجيل صك قديم,2024/11/03,1446/05/01,758
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تسجيل ملكية عقار بدون صك,2024/11/03,1446/05/01,75
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,22
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,2024/11/03,1446/05/01,1
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك قديم,2024/11/03,1446/05/01,5
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعريف الصكوك للفرز,2024/11/03,1446/05/01,3
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/دمج صكوك,2024/11/03,1446/05/01,1
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/دمج عقارات,2024/11/03,1446/05/01,4
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/رهن العقارات,2024/11/03,1446/05/01,1
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/فرز صكوك,2024/11/03,1446/05/01,37
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/فك الحجز التحفظي على ممتلكات شخص,2024/11/03,1446/05/01,2
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/منح,2024/11/03,1446/05/01,78
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/منحة بديلة,2024/11/03,1446/05/01,3
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/نقل شرح بانتقال ملكية,2024/11/03,1446/05/01,5
منطقة الرياض,القويعيه,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,4
منطقة الرياض,المزاحميه,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,2
منطقة الرياض,المزاحميه,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,2
منطقة الرياض,ثادق,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تسجيل ملكية عقار بدون صك,2024/11/03,1446/05/01,1
منطقة الرياض,حوطة بني تميم,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,1
منطقة الرياض,حوطة سدير,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تسجيل ملكية عقار بدون صك,2024/11/03,1446/05/01,8
منطقة الرياض,حوطة سدير,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,1
منطقة الرياض,شقراء,القطاع العام,خدمة إلكترونية جزئيا,عقارات/رهن العقارات,2024/11/03,1446/05/01,4
منطقة الرياض,عفيف,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,1
منطقة الرياض,عفيف,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,1
منطقة الرياض,وادي الدواسر,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,1
منطقة الشرقية,الاحساء,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,47
منطقة الشرقية,الاحساء,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/فك رهن العقارات,2024/11/03,1446/05/01,2
منطقة الشرقية,الاحساء,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,1
منطقة الشرقية,الاحساء,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,1
منطقة الشرقية,الجبيل,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,6
منطقة الشرقية,الجبيل,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,1
منطقة الشرقية,الخبر,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,33
منطقة الشرقية,الخبر,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,2
منطقة الشرقية,الخفجي,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/فك رهن العقارات,2024/11/03,1446/05/01,2
منطقة الشرقية,الخفجي,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,1
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,95
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/رهن العقارات,2024/11/03,1446/05/01,7
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/فرز صكوك,2024/11/03,1446/05/01,2
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/فك رهن العقارات,2024/11/03,1446/05/01,7
منطقة الشرقية,القطيف,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,12
منطقة الشرقية,النعيريه,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,4
منطقة الشرقية,حرض,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,3
منطقة الشرقية,حفر الباطن,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,5
منطقة الشرقية,حفر الباطن,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,4
منطقة الشرقية,حفر الباطن,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,2
منطقة الشرقية,حفر الباطن,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,2024/11/03,1446/05/01,6
منطقة الشرقية,قرية العليا,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,1
منطقة القصيم,البكيريه,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,7
منطقة القصيم,الرس,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,1
منطقة القصيم,بريده,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,11
منطقة القصيم,بريده,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/رهن العقارات,2024/11/03,1446/05/01,4
منطقة القصيم,بريده,القطاع العام,خدمة إلكترونية,عقارات/حجز/فك حجز,2024/11/03,1446/05/01,2
منطقة القصيم,بريده,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,20
منطقة القصيم,بريده,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,4
منطقة القصيم,بريده,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,2024/11/03,1446/05/01,2
منطقة القصيم,بريده,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعويض أنقاض دون العقار,2024/11/03,1446/05/01,1
منطقة القصيم,عنيزه,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,3
منطقة القصيم,عنيزه,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,7
منطقة القصيم,عنيزه,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,1
منطقة المدينة المنوره,العلا,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,1
منطقة المدينة المنوره,العلا,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تسجيل ملكية عقار بدون صك,2024/11/03,1446/05/01,8
منطقة المدينة المنوره,العلا,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعويض أنقاض دون العقار,2024/11/03,1446/05/01,6
منطقة المدينة المنوره,العلا,القطاع العام,خدمة إلكترونية جزئيا,عقارات/رهن العقارات,2024/11/03,1446/05/01,1
منطقة المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,37
منطقة المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/رهن العقارات,2024/11/03,1446/05/01,3
منطقة المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/فك رهن العقارات,2024/11/03,1446/05/01,2
منطقة المدينة المنوره,المدينة المنورة,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,6
منطقة المدينة المنوره,المدينة المنورة,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,6
منطقة المدينة المنوره,المدينة المنورة,القطاع العام,خدمة إلكترونية جزئيا,عقارات/دمج عقارات,2024/11/03,1446/05/01,2
منطقة المدينة المنوره,المدينة المنورة,القطاع العام,خدمة إلكترونية جزئيا,عقارات/فرز صكوك,2024/11/03,1446/05/01,2
منطقة المدينة المنوره,وادي الفرع,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,1
منطقة المدينة المنوره,ينبع,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,25
منطقة المدينة المنوره,ينبع,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تسجيل صك قديم,2024/11/03,1446/05/01,1
منطقة تبوك,تبوك,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,15
منطقة تبوك,تبوك,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,2
منطقة تبوك,تيماء,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,1
منطقة تبوك,حقل,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,1
منطقة تبوك,ضباء,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعويض أنقاض دون العقار,2024/11/03,1446/05/01,20
منطقة جازان,ابو عريش,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك قديم,2024/11/03,1446/05/01,1
منطقة جازان,جيزان,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,11
منطقة جازان,جيزان,القطاع العام,خدمة إلكترونية جزئيا,عقارات/دمج عقارات,2024/11/03,1446/05/01,2
منطقة حائل,بقعاء,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,4
منطقة حائل,بقعاء,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك,2024/11/03,1446/05/01,1
منطقة حائل,بقعاء,القطاع العام,خدمة إلكترونية جزئيا,عقارات/فك رهن العقارات,2024/11/03,1446/05/01,2
منطقة حائل,بقعاء,القطاع العام,خدمة إلكترونية جزئيا,عقارات/نقل شرح إلغاء وصية,2024/11/03,1446/05/01,1
منطقة حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,21
منطقة حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/رهن العقارات,2024/11/03,1446/05/01,1
منطقة حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,عقارات/فك رهن العقارات,2024/11/03,1446/05/01,1
منطقة حائل,حائل,القطاع العام,خدمة إلكترونية جزئيا,عقارات/افراغ,2024/11/03,1446/05/01,12
منطقة حائل,حائل,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تسجيل ملكية عقار بدون صك,2024/11/03,1446/05/01,4
منطقة حائل,حائل,القطاع العام,خدمة إلكترونية جزئيا,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,2024/11/03,1446/05/01,1
