المنطقة,المدينة,نوع السند الرئيسي,تاريخ القرار ميلادي,الرقم المرجعي
 مكة المكرمه,جده,قسمة تركة,2025/10/21,"16,570,522"
 مكة المكرمه,جده,قسمة تركة,2025/10/21,"16,570,297"
 مكة المكرمه,جده,أوراق تجارية,2025/10/21,"16,570,300"
 مكة المكرمه,جده,أوراق تجارية,2025/10/21,"16,570,290"
 مكة المكرمه,جده,أوراق تجارية,2025/10/21,"16,570,299"
 مكة المكرمه,جده,أوراق تجارية,2025/10/21,"16,578,256"
 مكة المكرمه,جده,أوراق تجارية,2025/10/21,"16,578,257"
 مكة المكرمه,جده,أوراق تجارية,2025/10/21,"16,578,258"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/21,"16,572,773"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/21,"16,572,772"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/21,"16,570,289"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/21,"16,570,287"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/21,"16,570,293"
 الشرقية,الدمام,اخلاء,2025/10/21,"16,570,286"
 عسير,ابها,قسمة تركة,2025/10/21,"16,570,288"
 الحدود الشمالية,عرعر,قسمة تركة,2025/10/21,"16,570,296"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,601"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,614"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,593"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,610"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,589"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,577"
 الرياض,الرياض,مزاد,2025/10/22,"16,592,609"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,588"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,595"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,567"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,563"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,569"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,598"
 الرياض,الرياض,احكام و قرارات,2025/10/22,"16,592,580"
 الرياض,الرياض,أوراق تجارية إلكترونية,2025/10/22,"16,592,558"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,596"
 مكة المكرمه,مكة المكرمة,عقود,2025/10/22,"16,592,556"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,605"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,572"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,611"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,607"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,591"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,586"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,568"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,555"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/22,"16,592,559"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/22,"16,592,600"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/22,"16,592,874"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/22,"16,592,873"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/22,"16,592,608"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/22,"16,592,594"
 المدينة المنوره,المدينة المنورة,عقود,2025/10/22,"16,592,603"
 المدينة المنوره,المدينة المنورة,مزاد,2025/10/22,"16,592,602"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/22,"16,592,584"
 القصيم,بريده,قسمة تركة,2025/10/22,"16,592,578"
 القصيم,بريده,قسمة تركة,2025/10/22,"16,592,566"
 القصيم,بريده,قسمة تركة,2025/10/22,"16,592,573"
 القصيم,بريده,مزاد,2025/10/22,"16,592,599"
 الشرقية,الدمام,قسمة تركة,2025/10/22,"16,592,612"
 الشرقية,الاحساء,أوراق تجارية,2025/10/22,"16,592,557"
 الشرقية,الاحساء,قسمة تركة,2025/10/22,"16,592,565"
 الشرقية,الاحساء,قسمة تركة,2025/10/22,"16,592,575"
 الشرقية,الاحساء,قسمة تركة,2025/10/22,"16,592,574"
 الشرقية,الاحساء,قسمة تركة,2025/10/22,"16,592,592"
 الشرقية,الاحساء,قسمة تركة,2025/10/22,"16,592,571"
 الشرقية,حفر الباطن,قسمة تركة,2025/10/22,"16,592,561"
 الشرقية,حفر الباطن,قسمة تركة,2025/10/22,"16,592,581"
 الشرقية,حفر الباطن,قسمة تركة,2025/10/22,"16,592,582"
 الشرقية,حفر الباطن,قسمة تركة,2025/10/22,"16,592,583"
 عسير,ابها,قسمة تركة,2025/10/22,"16,592,597"
 عسير,ابها,قسمة تركة,2025/10/22,"16,592,587"
 عسير,ابها,قسمة تركة,2025/10/22,"16,592,604"
 عسير,ابها,قسمة تركة,2025/10/22,"16,592,585"
 تبوك,تبوك,قسمة تركة,2025/10/22,"16,592,562"
 حائل,حائل,مزاد,2025/10/22,"16,592,560"
 حائل,حائل,قسمة تركة,2025/10/22,"16,592,576"
 حائل,حائل,قسمة تركة,2025/10/22,"16,592,590"
 الحدود الشمالية,عرعر,قسمة تركة,2025/10/22,"16,592,570"
 الحدود الشمالية,عرعر,أوراق تجارية,2025/10/22,"16,592,564"
 الرياض,الرياض,قسمة تركة,2025/10/23,"16,603,308"
 الرياض,الرياض,قسمة تركة,2025/10/23,"16,600,798"
 الرياض,الرياض,قسمة تركة,2025/10/23,"16,603,340"
 الرياض,الرياض,احكام و قرارات,2025/10/23,"16,600,751"
 الرياض,الرياض,اخلاء,2025/10/23,"16,597,911"
 الرياض,الرياض,قسمة تركة,2025/10/23,"16,603,339"
 الرياض,الرياض,قسمة تركة,2025/10/23,"16,603,344"
 الرياض,الرياض,أوراق تجارية,2025/10/23,"16,603,317"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/23,"16,603,315"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/23,"16,603,314"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/23,"16,603,327"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/23,"16,603,307"
 مكة المكرمه,جده,قسمة تركة,2025/10/23,"16,603,310"
 مكة المكرمه,جده,قسمة تركة,2025/10/23,"16,603,331"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/23,"16,603,330"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/23,"16,603,336"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/23,"16,603,328"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/23,"16,603,333"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/23,"16,603,334"
 القصيم,بريده,مزاد,2025/10/23,"16,603,338"
 القصيم,بريده,مزاد,2025/10/23,"16,603,318"
 الشرقية,الدمام,قسمة تركة,2025/10/23,"16,603,343"
 الشرقية,الدمام,قسمة تركة,2025/10/23,"16,603,326"
 الشرقية,الدمام,قسمة تركة,2025/10/23,"16,603,311"
 الشرقية,الدمام,قسمة تركة,2025/10/23,"16,603,306"
 الشرقية,الدمام,عقود,2025/10/23,"16,603,337"
 الشرقية,الدمام,قسمة تركة,2025/10/23,"16,603,324"
 الشرقية,الدمام,قسمة تركة,2025/10/23,"16,603,312"
 الشرقية,الدمام,اخلاء,2025/10/23,"16,600,753"
 الشرقية,حفر الباطن,احكام و قرارات,2025/10/23,"16,603,332"
 عسير,ابها,قسمة تركة,2025/10/23,"16,603,321"
 عسير,ابها,قسمة تركة,2025/10/23,"16,603,319"
 تبوك,تبوك,قسمة تركة,2025/10/23,"16,603,316"
 تبوك,تبوك,قسمة تركة,2025/10/23,"16,603,341"
 تبوك,تبوك,قسمة تركة,2025/10/23,"16,603,323"
 تبوك,تبوك,قسمة تركة,2025/10/23,"16,603,335"
 تبوك,تبوك,قسمة تركة,2025/10/23,"16,603,320"
 تبوك,تبوك,قسمة تركة,2025/10/23,"16,603,329"
 حائل,حائل,مزاد,2025/10/23,"16,603,325"
 حائل,حائل,قسمة تركة,2025/10/23,"16,603,342"
 حائل,حائل,قسمة تركة,2025/10/23,"16,603,322"
 الجوف,سكاكا,قسمة تركة,2025/10/23,"16,603,313"
 الجوف,سكاكا,قسمة تركة,2025/10/23,"16,603,309"
 الحدود الشمالية,عرعر,قسمة تركة,2025/10/23,"16,603,345"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,630,673"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,630,671"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,630,665"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,630,663"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,632,313"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,630,672"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,632,309"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,632,308"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,629,709"
